"COL0","COL1"
"59153310",38016.00
"59153311",32768.00
"59153312",37280.00
"59153313",26144.00
"59153314",33792.00
"59153315",44096.00
"59153316",32576.00
"59153317",29120.00
"59153318",33365.00
"59153319",26496.00
"59153320",18432.00
"59153321",17952.00
"59153322",26784.00
"59153323",35123.00
"59153324",38464.00
"59153325",35008.00
"59153326",39723.00
"59153327",32896.00
"59153328",36224.00
"59153329",51264.00
"59153330",34176.00
"59153331",43520.00
"59153332",40832.00
"59153333",44160.00
"59153334",46656.00
"59153342",30368.00
"59153343",
"59153344",26880.00
"59153345",24192.00
"59153347",35755.00
"59153350",25902.00
"59153351",31840.00
"59153352",17712.00
"59153353",28208.00
"59153354",30699.00
"59153355",27152.00
"59153358",47040.00
"59153359",48128.00
"59153361",20352.00
"59153362",20304.00
"59153363",44754.00
"59153367",23205.00
"59153369",34848.00
"59153370",36245.00
"59153371",32896.00
"59153372",40416.00
"59153373",32794.00
"59153375",27136.00
"59153376",28160.00
"59153378",30336.00
"59153380",23872.00
"59153381",23240.00
"59153382",39723.00
"59153383",20384.00
"59153385",35776.00
"59153386",24208.00
"59153388",22144.00
"59153389",21301.00
"59153390",27632.00
"59153391",22752.00
"59153394",43955.00
"59153397",31104.00
"59153398",21376.00
"59153400",35072.00
"59153401",48853.00
"59153402",23936.00
"59153403",36448.00
"59153406",38976.00
"59153407",37632.00
"59153408",17060.00
"59153409",16448.00
"59153410",16678.00
"59153411",19584.00
"59153412",22304.00
"59153413",42912.00
"59153414",
"59153415",43712.00
"59153416",43008.00
"59153417",18656.00
"59153418",24544.00
"59153419",27088.00
"59153420",26048.00
"59153421",21888.00
"59153422",26176.00
"59153423",28864.00
"59153424",26656.00
"59153425",19755.00
"59153426",22848.00
"59153427",28800.00
"59153428",29120.00
"59153429",24944.00
"59153430",25237.00
"59153431",25152.00
"59153432",23104.00
"59153433",41173.00
"59153435",40149.00
"59153436",36960.00
"59153437",37760.00
"59153438",44160.00
"59153439",49984.00
"59153440",40512.00
"59153441",38059.00
"59153443",39296.00
"59153444",21419.00
"59153445",19264.00
"59153446",40448.00
"59153447",47488.00
"59153450",32320.00
"59153451",25536.00
"59153452",48000.00
"59153453",49536.00
"59153454",25536.00
"59153455",26517.00
"59153456",32320.00
"59153457",43328.00
"59153459",34176.00
"59153460",29440.00
"59153461",55066.00
"59153462",
"59153463",
"59153464",46464.00
"59153466",28821.00
"59153467",41088.00
"59153469",33056.00
"59153470",52800.00
"59153471",56235.00
"59153472",62080.00
"59153473",48640.00
"59153474",43307.00
"59153476",34624.00
"59153477",41856.00
"59153479",41387.00
"59153480",36949.00
"59153481",42112.00
"59153482",35904.00
"59153483",37760.00
"59153484",24128.00
"59153485",20432.00
"59153486",23232.00
"59153487",
"59153489",
"59153490",44608.00
"59153491",44896.00
"59153492",57216.00
"59153493",15936.00
"59153494",16405.00
"59153495",18965.00
"59153496",18176.00
"59153497",24672.00
"59153498",26496.00
"59153499",28395.00
"59153500",34176.00
"59153501",31328.00
"59153502",30416.00
"59153503",23460.00
"59153504",32085.00
"59153506",40384.00
"59153507",48448.00
"59153508",30112.00
"59153510",45680.00
"59153511",39723.00
"59153512",40149.00
"59153513",36992.00
"59153514",42176.00
"59153515",40064.00
"59153516",43392.00
"59153517",44544.00
"59153518",43955.00
"59153519",40064.00
"59153520",25568.00
"59153521",31680.00
"59153523",31040.00
"59153524",39424.00
"59153528",18523.00
"59153529",17387.00
"59153530",17124.00
"59153531",22720.00
"59153532",26496.00
"59153533",54400.00
"59153534",48320.00
"59153535",27904.00
"59153537",41062.00
"59153538",33760.00
"59153539",33365.00
"59153540",36941.00
"59153541",37184.00
"59153542",33536.00
"59153543",41856.00
"59153545",32384.00
"59153546",28267.00
"59153547",41749.00
"59153548",33664.00
"59153549",
"59153551",27488.00
"59153552",31957.00
"59153553",30400.00
"59153554",38955.00
"59153555",19584.00
"59153556",21781.00
"59153557",31168.00
"59153558",25376.00
"59153560",37376.00
"59153561",45376.00
"59153562",47872.00
"59153563",23910.00
"59153565",47680.00
"59153566",36992.00
"59153567",46720.00
"59153568",47232.00
"59153569",
"59153570",47232.00
"59153571",39104.00
"59153572",40090.00
"59153573",44160.00
"59153574",
"59153575",35776.00
"59153576",31808.00
"59153577",
"59153578",55168.00
"59153579",22400.00
"59153580",30064.00
"59153581",18267.00
"59153582",19264.00
"59153583",28224.00
"59153584",26688.00
"59153585",14963.00
"59153586",41131.00
"59153587",38592.00
"59153588",39936.00
"59153589",37504.00
"59153590",37920.00
"59153591",40320.00
"59153592",44544.00
"59153593",53440.00
"59153594",
"59153595",46400.00
"59153596",48960.00
"59153597",32448.00
"59153598",40235.00
"59153599",48146.00
"59153600",45952.00
"59153601",44203.00
"59153602",45491.00
"59153603",46432.00
"59153604",
"59153606",41152.00
"59153607",34112.00
"59153608",40384.00
"59153609",46720.00
"59153610",41792.00
"59153611",43584.00
"59153612",44160.00
"59153613",44493.00
"59153614",41600.00
"59153615",43072.00
"59153616",33451.00
"59153617",30112.00
"59153618",39808.00
"59153619",25152.00
"59153620",24256.00
"59153621",25152.00
"59153622",25312.00
"59153623",27008.00
"59153624",25280.00
"59153625",24800.00
"59153626",22848.00
"59153627",29312.00
"59153628",25888.00
"59153629",30144.00
"59153630",28544.00
"59153631",26901.00
"59153632",29440.00
"59153633",30784.00
"59153634",36672.00
"59153635",27840.00
"59153636",28672.00
"59153637",26976.00
"59153638",24832.00
"59153639",29248.00
"59153640",21408.00
"59153641",20800.00
"59153642",25408.00
"59153643",27392.00
"59153644",32416.00
"59153645",29120.00
"59153646",18384.00
"59153647",21760.00
"59153648",27533.00
"59153649",32992.00
"59153650",40256.00
"59153651",27264.00
"59153652",33856.00
"59153653",33440.00
"59153654",31200.00
"59153655",43814.00
"59153656",30848.00
"59153657",48179.00
"59153658",28373.00
"59153659",30571.00
"59153660",43648.00
"59153661",41813.00
"59153662",31296.00
"59153663",40747.00
"59153664",36267.00
"59153665",38554.00
"59153666",36096.00
"59153667",45184.00
"59153668",29760.00
"59153669",27648.00
"59153670",36480.00
"59153671",35883.00
"59153672",32725.00
"59153673",40064.00
"59153674",36544.00
"59153675",32811.00
"59153676",42965.00
"59153677",32704.00
"59153678",27584.00
"59153679",26944.00
"59153680",22107.00
"59153681",40448.00
"59153682",31872.00
"59153683",38208.00
"59153684",38784.00
"59153685",58069.00
"59153686",45867.00
"59153687",60032.00
"59153688",43456.00
"59153689",45653.00
"59153690",53504.00
"59153691",28400.00
"59153692",48096.00
"59153693",25536.00
"59153694",39680.00
"59153695",17168.00
"59153696",34176.00
"59153697",37413.00
"59153698",37120.00
"59153699",50816.00
"59153700",33024.00
"59153701",24000.00
"59153702",24363.00
"59153703",23440.00
"59153704",22208.00
"59153705",19157.00
"59153706",22528.00
"59153707",22528.00
"59153708",21099.00
"59153709",20864.00
"59153710",28736.00
"59153711",24192.00
"59153712",30496.00
"59153713",29440.00
"59153714",23168.00
"59153715",28256.00
"59153716",32480.00
"59153717",31968.00
"59153718",26688.00
"59153719",24512.00
"59153720",21728.00
"59153721",32720.00
"59153722",34944.00
"59153723",27648.00
"59153724",35413.00
"59153725",31552.00
"59153726",37362.00
"59153728",44192.00
"59153729",43034.00
"59153730",42496.00
"59153731",
"59153732",
"59153733",30816.00
"59153734",32000.00
"59153735",23829.00
"59153736",24752.00
"59153737",22912.00
"59153738",23168.00
"59153739",22251.00
"59153740",47232.00
"59153741",42021.00
"59153742",31616.00
"59153743",42624.00
"59153744",45280.00
"59153745",38592.00
"59153746",43840.00
"59153747",34624.00
"59153748",34176.00
"59153749",35072.00
"59153750",
"59153751",39040.00
"59153752",
"59153754",
"59153756",41728.00
"59153757",40064.00
"59153758",42880.00
"59153762",36480.00
"59153763",42112.00
"59153764",38298.00
"59153765",31424.00
"59153766",36544.00
"59153767",37248.00
"59153768",42027.00
"59153769",32320.00
"59153770",37632.00
"59153771",29248.00
"59153772",35456.00
"59153773",34432.00
"59153774",31680.00
"59153775",35968.00
"59153776",36992.00
"59153777",44245.00
"59153778",47659.00
"59153779",36582.00
"59153780",40000.00
"59153781",35328.00
"59153782",33920.00
"59153783",34208.00
"59153784",34304.00
"59153785",32608.00
"59153786",36890.00
"59153788",34688.00
"59153789",37888.00
"59153790",38976.00
"59153791",
"59153792",27328.00
"59153794",37461.00
"59153795",47027.00
"59153796",45184.00
"59153797",43776.00
"59153798",51157.00
"59153799",33536.00
"59153800",29760.00
"59153801",26816.00
"59153805",24512.00
"59153806",28480.00
"59153807",27680.00
"59153809",24640.00
"59153810",30101.00
"59153812",33024.00
"59153814",24640.00
"59153815",24269.00
"59153816",32128.00
"59153818",29056.00
"59153821",28288.00
"59153825",24960.00
"59153826",29120.00
"59153831",21952.00
"59153832",30354.00
"59153833",63040.00
"59153834",52224.00
"59153835",35328.00
"59153836",
"59153838",33792.00
"59153839",21952.00
"59153843",52326.00
"59153845",42807.00
"59153846",46848.00
"59153847",31456.00
"59153849",32491.00
"59153851",37376.00
"59153852",39296.00
"59153854",35072.00
"59153856",30656.00
"59153857",40614.00
"59153858",36672.00
"59153859",31872.00
"59153860",40064.00
"59153861",43418.00
"59153862",29632.00
"59153864",46976.00
"59153865",46218.00
"59153866",40405.00
"59153867",42880.00
"59153868",41152.00
"59153869",41728.00
"59153870",38784.00
"59153871",34816.00
"59153872",36416.00
"59153873",37888.00
"59153874",42432.00
"59153875",39712.00
"59153876",32640.00
"59153877",35840.00
"59153878",29568.00
"59153879",30272.00
"59153881",26560.00
"59153882",41728.00
"59153883",30400.00
"59153885",36267.00
"59153886",40299.00
"59153887",31979.00
"59153888",31392.00
"59153889",29760.00
"59153890",22080.00
"59153891",23968.00
"59153892",18130.00
"59153893",24973.00
"59153894",30784.00
"59153895",38528.00
"59153896",26539.00
"59153897",23584.00
"59153898",25664.00
"59153899",26581.00
"59153900",40483.00
"59153901",44971.00
"59153902",46464.00
"59153903",50816.00
"59153904",41677.00
"59153905",26688.00
"59153906",26752.00
"59153907",32448.00
"59153908",43392.00
"59153909",34048.00
"59153910",29664.00
"59153911",25376.00
"59153912",23872.00
"59153913",23616.00
"59153914",33312.00
"59153915",26816.00
"59153916",38810.00
"59153917",36672.00
"59153918",26368.00
"59153919",26752.00
"59153920",23104.00
"59153921",26320.00
"59153922",25408.00
"59153923",34176.00
"59153924",30080.00
"59153925",36736.00
"59153926",37291.00
"59153927",38272.00
"59153928",45696.00
"59153929",47040.00
"59153930",47147.00
"59153931",43712.00
"59153932",49344.00
"59153935",51648.00
"59153936",23872.00
"59153937",32000.00
"59153939",41792.00
"59153940",37184.00
"59153941",46464.00
"59153942",52736.00
"59153943",44640.00
"59153944",30544.00
"59153945",25088.00
"59153946",22827.00
"59153948",19211.00
"59153949",25392.00
"59153950",21696.00
"59153952",44373.00
"59153953",39392.00
"59153955",35328.00
"59153956",34330.00
"59153957",
"59153958",26192.00
"59153960",48533.00
"59153961",46336.00
"59153962",41088.00
"59153963",36480.00
"59153965",30944.00
"59153966",35200.00
"59153967",41664.00
"59153968",23573.00
"59153969",24128.00
"59153970",49664.00
"59153971",44416.00
"59153972",37461.00
"59153973",39008.00
"59153974",38848.00
"59153975",45355.00
"59153976",40128.00
"59153977",44544.00
"59153978",42624.00
"59153979",41280.00
"59153980",33536.00
"59153981",21488.00
"59153982",40806.00
"59153983",42325.00
"59153984",41568.00
"59153985",54229.00
"59153986",42010.00
"59153987",45056.00
"59153988",52736.00
"59153989",55168.00
"59153990",52821.00
"59153991",48832.00
"59153992",29803.00
"59153993",37248.00
"59153994",44800.00
"59153995",
"59153996",44544.00
"59153997",38656.00
"59153998",47829.00
"59153999",45824.00
"59154000",48811.00
"59154001",42581.00
"59154002",52064.00
"59154004",42514.00
"59154005",46208.00
"59154006",40038.00
"59154007",48256.00
"59154008",32704.00
"59154009",61248.00
"59154010",45952.00
"59154011",52128.00
"59154012",47232.00
"59154013",30592.00
"59154014",22541.00
"59154015",17536.00
"59154016",26368.00
"59154017",45440.00
"59154018",26432.00
"59154019",29013.00
"59154020",40811.00
"59154021",40858.00
"59154022",42496.00
"59154023",35200.00
"59154024",39456.00
"59154025",32192.00
"59154026",
"59154027",45952.00
"59154029",37376.00
"59154030",36181.00
"59154031",40768.00
"59154032",40021.00
"59154033",13429.00
"59154034",18528.00
"59154035",21168.00
"59154036",23456.00
"59154038",38592.00
"59154039",41216.00
"59154041",43456.00
"59154042",33493.00
"59154044",35424.00
"59154045",43776.00
"59154046",36480.00
"59154048",32192.00
"59154049",36480.00
"59154050",37760.00
"59154052",39625.00
"59154053",20800.00
"59154054",19904.00
"59154055",24032.00
"59154056",
